id|faction_id|name|legend|type|
000001075|QT|Infernal Lance|<p class="ShowFluff legend">Whether sworn to a Traitor Titan Legion, in thrall to the cyborg priests of the Dark Mechanicum, pledged to the Ruinous Powers or corrupted over millennia, the Knights of Infernal Lances are twisted by the warp and swollen with unholy technologies. Each Knight suit is a hideous blend of the mechanical and the supernatural. Some bear the blessings of a Dark God of Chaos, which renders them freakish with mutation yet enhances their might or resilience in battle. Others mount weapon systems of ancient or diabolical provenance, serve as the possessed metal body of a malevolent daemon or exhibit strange abilities conferred by the experimentations of dark magi. When such monstrous war engines stalk into battle behind the banner of one strong-willed enough to master them, the Infernal Lances they form sweep aside any foe. Those not obliterated or reduced to gruesome spawn by the Knights’ warp-tainted weapons are driven mad and sent fleeing in mindless terror by the horrors they witness.</p>||
000001076|QT|Lords of Dread|<p class="ShowFluff legend">None are safe when the long shadows of the Lords of Dread stretch across the battlefield. Some Fallen Nobles are so toweringly arrogant, so twisted in mind and soul or so enamoured of personal power and wealth that they fight only for themselves. Those not slain by jealous rivals or laid low by foes instead earn notoriety and become the dark heroes in their tales of legend. They earn supernatural boons for their mightiest deeds. They recover ancient and devastating artefacts of war or gather coteries of followers who trail in their wake and hope for reflected glory. Such lords amongst the Chaos Knights may seek one another out and fight side by side. Some do this to test their mettle and prove themselves the greatest. Others find twisted kinship in the company of other Fallen Nobles as egocentric as themselves, forming Dreadblade lances or staging a hostile takeover of a dread household before supplanting its original rulers with a new and especially tyrannical court of monsters.</p>||
000001077|QT|Houndpack Lance|<p class="ShowFluff legend">Swift, comparatively numerous, yet each still a towering war engine in its own right, when War Dogs gather for the hunt they bring terrifying might to bear. Sometimes this power is leashed to the mental domination of masters piloting Abhorrent-class Knights. Such formations lope out like some feudal world hunting party, the larger Knights inhabiting the roles of bloodthirsty nobles while the War Dogs serve as their baying hounds. Other dread households prefer to give their War Dogs more freedom. They dispatch formations of these light and fast Knight suits into the wilds of the war zone to raid and cause mayhem at will, choking off supply lines and tearing apart targets of opportunity until the foe fears to leave their strongholds. Then there are the Unleashed. These masterless packs of War Dogs have broken their former masters’ control and now hunt and slaughter in pursuit of their own glories. Over time, these packs become ever more feral, following the direction of their alphas and dragging down prey like murderous super-predators.</p>||
000000750|SM|Gladius Task Force|||
000000758|SM|Liberator Assault Group|||
000000793|SM|Anvil Siege Force|||
000000794|SM|Ironstorm Spearhead|||
000000795|SM|Firestorm Assault Force|||
000000796|SM|Stormlance Task Force|||
000000797|SM|Vanguard Spearhead|||
000000798|SM|1st Company Task Force|||
000000808|SM|Black Spear Task Force|||
000000834|SM|Unforgiven Task Force|||
000000835|SM|Inner Circle Task Force|||
000000836|SM|Company of Hunters|||
000000900|SM|The Lost Brethren|||
000000901|SM|The Angelic Host|||
000000905|SM|Boarding Strike|<b>Space Marines excel in the sort of fast-paced, ferociously violent battles that erupt during voidship boarding assaults. Moving fast and hitting hard, they swiftly secure enemy vessels, or else sweep impertinent foes from their own warships’ decks.</b>|Boarding Actions|
000000906|SM|Pilum Strike Team|<b>Comprising veterans in the theatre of ship-to-ship void war, pilum strike teams are cast through the void like a spear aboard shrouded boarding torpedoes to infiltrate key enemy warships. Once aboard, the Phobos-armoured Space Marines wage a terror campaign to destabilise the target vessel from within.</b>|Boarding Actions|
000000907|SM|Terminator Assault|<b>The Imperium has no finer or more perfectly suited warriors for cleansing the claustrophobic decks of voidships than Terminators. Each battle-brother is an army unto themself. Their armoured resilience is second to none, while their massive firepower allows them to turn gloomy corridors into killing grounds.</b>|Boarding Actions|
000000981|SM|Lion’s Blade Task Force|<p class="ShowFluff legend">There is no more significant duty to the Dark Angels’ Inner Circle than the pursuit and capture of the Fallen. A Lion’s Blade Task Force combines the speed, manoeuvrability and firepower of the Ravenwing with the obdurate might of the Deathwing. The bikes, aircraft and speeders of the Ravenwing thunder across the battlefield, smashing through enemy formations to place teleport homers in key positions behind the enemy lines. Then come the Deathwing, appearing in crackling flashes of blue light to enact retribution with brutal efficiency.</p>||
000000994|SM|Librarius Conclave|<p class="ShowFluff legend">The Space Marine psykers that comprise the ranks of the Librarius often stand apart from their battle-brothers, many of whom find their mastery of occult powers disturbing. Yet, despite their misgivings, no Space Marine doubts the might of their Chapter’s Librarians. On rare occasions, often in response to daemonic invasion or the machinations of xenos psykers, a group of Librarians may accompany a hand-picked task force to war. When leading squads of transhuman warriors into the fight, such a conclave may enhance their battle-brothers’ already supreme strength, speed and endurance with channelled empyric energies, confound their enemies with illusory deceptions, or obliterate the foe in blazing torrents of flame.</p>||
000001004|SM|Angelic Inheritors|<p class="ShowFluff legend">The Blood Angels have inherited much from their Primarch. Their grace, nobility and psychic prowess all trace back to Sanguinius, as does the spiritual curse that has afflicted them since his death. More esoteric, perhaps, but no less a bequest of their gene-sire is the Blood Angels’ propensity to blaze brightest during the darkest moments of despair. Just as Sanguinius himself is said to have brought hope to the hopeless at the point of his gilded spear, so too do the Blood Angels rise in the face of adversity as though in fulfilment of some ancient prophecy. At such times, the angelic and monstrous natures ever at war within Sanguinius’ gene-sons find an equilibrium. Icy calm in their ferocity, furious in their clarity, the warrior angels of Baal strike with unerring and unstoppable wrath to snatch victory from the bloodied jaws of defeat.</p>||
000001006|SM|Wrathful Procession|<p class="ShowFluff legend">The Black Templars excel at heavy infantry shock assaults. These talents prove especially effective when fighting battles where armoured support is limited, or the terrain is too dense to deploy heavier assets. Whether taking an enemy facility corridor by corridor, storming the breach in a siege, or digging heretics out of thick jungle or ruins, the Black Templars are well suited. Before such engagements, their leaders fire the battle-brothers’ fanaticism with hate-fuelled oratory and vox-amplified prayer to heights beyond even the fervour usually displayed by this Chapter. As one, the Black Templars begin their advance, banners to the fore, a holy procession swiftly gathering pace from stride to lope to thunderous headlong charge that caves in the enemy lines like a ceramite-clad fist driven into a heretic’s face.</p>||
000001008|SM|Champions of Fenris|<p class="ShowFluff legend">The Champions of Fenris give vent to blood-chilling howls as they storm into battle. They are the hand-picked warriors of Great Wolf Logan Grimnar, the exemplars of all that it means to be a Space Wolf, and every last one of them fights to prove themselves worthy of such accolades. Even should they do battle without their lord at their head, still they strive as though he was watching and judging their every effort. They commit one saga-worthy deed after another. They hunt down and lay low the mightiest prey. They conquer seemingly impossible odds, employing their veteran skill and cunning to its fullest extent and winning victories worthy of celebration in feast and song. On worlds across the galaxy, no matter how terrible the foe or deadly the battlefield, the champions of Fenris fight endlessly in defence of the Allfather’s realm.</p>||
000001059|SM|Wrath of the Rock|||
000001068|SM|Saga of the Hunter|<p class="ShowFluff legend">When the Great Companies go to war, they descend upon their foes with lightning speed, relying upon shock assaults to overwhelm even the most robust defences. Blood Claws smash into weak points whilst Grey Hunters outflank and strike the already-engaged foe. Long Fangs catch armoured vehicles and heavy infantry in punishing crossfires, and Wolf Scouts infiltrate enemy positions to sabotage prepared strongholds. By concentrating their firepower and force upon critical targets, the Space Wolves maximise the effectiveness of their savage assault. Utilising this ruthless precision, lupine cunning and unwavering stamina, the Space Wolves can pick apart numerically superior foes in much the same manner as Fenrisian wolves hunt the giant prey of the Space Wolves’ icy home. The greatest of the Chapter’s sagas tell of such battles and the myriad foes brought low by closely bonded packs of warriors.</p>||
000001069|SM|Saga of the Bold|<p class="ShowFluff legend">The grand feasting halls of Fenris echo with the sagas of the Chapter’s greatest heroes. Every son of Russ hopes one day to forge his own tale of heroism and glory and take his place in the annals of the Great Companies. Thus, the Space Wolves armies are replete with many great champions, each of whom has felled foes beyond count and earned a deed name to match. When such heroes go to war, they lead their battle-brothers by example, hurling themselves into combat with furious aggression and inspirational acts of savagery. Bellowing oaths and making outlandish boasts, these champions seek to outdo one another. Encouraged forward in the wake of such heroic figures, Blood Claws and Grey Hunters battle alongside their Wolf Lord’s mighty Wolf Guard, fighting with resilience and vigour regardless of the odds arrayed against them.</p>||
000001070|SM|Saga of the Beastslayer|<p class="ShowFluff legend">Many terrible beasts stalk Fenris’ tundra or dwell within the depths of its frothing seas, and its people possess many tales of the slaying of such terrors. Some who ascend to the ranks of the Space Wolves continue this tradition of monster slaying, seeking out the largest, strongest and most lethal foes and pitting their strength against them. Bellowing battle cries, Thunderwolf Cavalry form wedges and charge, cutting through enemy infantry to reach such worthy prey. Wolves bound forward at their side, falling upon the wounded with feral hunger. Frenzied Wulfen, their bodies afflicted by the ravages of the Canis Helix, crash into armoured formations to swing thunder hammers and bring to bear crackling lightning claws. Then come the Wolf Guard, clad in Terminator armour or equipped as Headtakers, exploiting breaches in the enemy line to close upon their chosen prey. With each mighty warrior slain or titanic behemoth felled, the cohesion of the foe erodes and victory is brought closer to fruition.</p>||
000001086|SM|Forgefather’s Seekers|<p class="ShowFluff legend">The Forgefathers of the Salamanders have quested for millennia to find their Primarch’s scattered relics. The incumbent Seeker, Vulkan He’stan, will stop at nothing to see his task done. The battle-brothers who fight at their side are masters of short-ranged firefights and close-quarters engagements. These warriors stride into the midst of their foes, immolating them in tempests of flame or blasting them apart with volleys of bolter fire. Only once the enemy have been reduced to ashes does the Forgefather’s search truly begin.</p>||
000001091|SM|Companions of Vehemence|<p class="ShowFluff legend">The most zealous hosts of the Black Templars kindle their hatred of the God-Emperor’s foes until it is a raging inferno; this visceral enmity is used by Companions of Vehemence to fuel violent surges into the enemy lines. These strike forces are spurred on by the ferocious battle litanies of Chaplains and inspired by the bloody deeds of Judiciars. Vox-augmented sermons of detestation resound across the battlefield, followed by the catechistic crackles of disruption fields, the angry buzz of chainswords and the screams of the cursed. The renowned speed and brutality of the Adeptus Astartes are infused with the crusaders’ zealotry. They race from one living enemy to the next alongside battle tanks that crush the fallen beneath bloodied tracks. Supporting squads, meanwhile, unleash thunderous volleys at close range, eager to rush into the fray should anything escape their fusillades. Those enemies who flee merely prolong their terror, for the Black Templars are aspects of the God-Emperor’s inescapable judgement made manifest.</p>||
000001092|SM|Vindication Task Force|<p class="ShowFluff legend">Sacred standards and consecrated banners in great numbers anoint the consecrated battlegrounds of Vindication Task Forces. These brotherhoods stamp the God-Emperor’s undeniable authority wherever they strike. Cleaving to the purity of their mission with the stubborn tenacity of Dorn, the Black Templars ruthlessly extinguish their foe from holy sites and bludgeon any attempts to retake them. Veteran Ancients brandish the icons and heraldries of the crusade in pious defiance, the standards’ radiance declaring the God-Emperor’s sovereignty, and each a challenge to his enemies. In sight of them, the holdouts of heretics are revealed and put to righteous flame. Sorcerous corruption is wiped clean in barrages of scripture-incised missiles, while xenos forts are torn down by the pilots of hulking warsuits and revered Dreadnoughts. Inspired by the honour of iconic reliquaries, millennia-old shrouds and hallowed tapestries, the Black Templars reclaim and reconsecrate the Emperor’s domain with blood.</p>||
000001093|SM|Godhammer Assault Force|<p class="ShowFluff legend">An armoured assault by the Black Templars has been likened to the holy spears of devastation unleashed by lascannons of the venerable Land Raider. Godhammer Assault Forces are mechanised spearheads built around a core of heavily armoured transports. Mobile artillery keep pace with their advance, suppressing desperate attempts to stall the crusaders. Assault tanks crack open enemy fortifications. Squadrons of attack craft and bikers scythe down attempts to outflank the wedge of sanctified adamantine while dropships scar the skies with blazing contrail brands. By the time the mailed fist strikes, the foe are already reeling. Land Raiders, Rhinos and Repulsors shielded by blessed armour scatter fleeing soldiers and smash through obstructions. As the pugnacious transports’ assault ramps slam down, built-in vox-emitters blare the battle oaths of the Black Templars, and the crusade’s elite are disgorged into the foe’s vulnerable heart. Where a Godhammer Assault Force strikes, little is left but rubble and ruin.</p>||
000001103|SM|Emperor’s Shield|<p class="ShowFluff legend">Comprising the Chapter’s most elite veterans, the Imperial Fists 1st Company – known as the Emperor’s Shield – are an indomitable fighting force. Led by First Captain Lysander, the battle-brothers of the 1st favour the application of overwhelming force, striking always where the enemy is strongest, picking out priority targets and shattering them in coordinated assaults. Vanguard Veterans charge into the fray, tearing at exposed flanks and forcing gaps in the enemy line. Meanwhile, the Chapter’s Sternguard stride forward to exploit these breaches and seize ground. Lysander and his Terminator bodyguard are always at the centre of the fighting, inserted by Land Raider or orbital teleportarium to rip out the heart of the enemy in stunning and precisely targeted displays of martial might.</p>||
000001104|SM|Shadowmark Talon|<p class="ShowFluff legend">As Chapter Master of the Raven Guard, Aethon Shaan is a true master of the Trifold Path, utilising ambush, stealth and vigilance with surgical precision. Following his well-laid plans, Scout Squads, Infiltrators and other clandestine warriors penetrate the enemy line to wage guerrilla warfare. As these battle-brothers draw the attention of the foe, the remainder of Shaan’s warriors close in for the kill, assassinating officers and bringing down war machines with bursts of pinpoint fire. Before the enemy can react the Raven Guard are on the move once more, slipping into the shadows in preparation for the next targeted attack. Then, when the foe is bloodied and reeling, Shaan launches the main thrust of his assault, sweeping down with jump troops at his side to eviscerate his wounded prey.</p>||
000001118|SM|Hammer of Avernii|<p class="ShowFluff legend">The most veteran warriors of the Iron Hands Chapter, Clan Company Avernii are as merciless as they are unstoppable in battle. Marching relentlessly into the teeth of the foe, grim-faced Terminators and heavily augmented Sternguard Veterans sweep the enemy lines with targeting cogitators before eliminating their victims with unmerciful precision. Vanguard and Bladeguard Veterans tap into the volcanic ferocity that always boils – tightly contained – within the hearts of every Iron Hand, launching piledriver assaults into the heart of the enemy lines and slaughtering everything in reach. In the centre of the carnage is Caanok Var himself. He is the ironwrought cogitator that directs the flow of battle, the thundering reactor that fires the ire of his battle-brothers and the piston-driven bludgeon that reduces the foe to bloodied ruin.</p>||
000001119|SM|Spearpoint Task Force|<p class="ShowFluff legend">When Suboden Khan rides to war, he is accompanied by the cream of the Chapter. Some go to war mounted on Raider-pattern bikes, forming the lance tip by which the enemy line is broken. Stormspeeders skim overhead, harassing the enemy with fire, whilst elite infantry scramble from their transports to exploit the salients their mounted brothers have opened. The First Khan orchestrates these assaults and sweeping flanking manoeuvres from the saddle of his grav bike. He leads from the front, raking the enemy with fire before plunging into their ranks.</p>||
000001120|SM|Blade of Ultramar|<p class="ShowFluff legend">No Chapter better embodies the Codex Astartes’ teachings than the Ultramarines, and no officer amongst their ranks more perfectly employs those lessons than Marneus Calgar. Under the deft command of the Chapter Master, squads of Ultramarines alloy their battlefield roles of veteran, battle line, close support and fire support, becoming a relentless machine of destruction. From squad-level tactics up to their sweeping battlefield strategy, Calgar’s warriors fight as though they were already privy to the foe’s plans and have adapted a countermeasure for every last cut and thrust. Orchestrated with the Chapter Master’s flowing strategic genius, the plan unfolds like multi-layered, adaptive clockwork until the last of the enemy are naught but bodies and wreckage to be crushed beneath Calgar’s armoured boots. </p>||
000000781|TAU|Kauyon|||
000000845|TAU|Mont’ka|||
000000846|TAU|Retaliation Cadre|||
000000847|TAU|Kroot Hunting Pack|||
000000966|TAU|Starfire Cadre|<b>When mobilised en masse for shipboard warfare, the interconnected teams of a Starfire Cadre are swiftly moved into position by Air caste assets before commencing aggressive sweep-and-clear operations.</b>|Boarding Actions|
000000967|TAU|Kroot Raiding Party|<b>The Kroot are frighteningly effective combatants amidst the cramped conditions of a boarding action. Spilling from the Warspheres in fast-moving raiding parties, they hunt their victims deck by deck and leave carnage in their wake.</b>|Boarding Actions|
000001005|TAU|Auxiliary Cadre|<p class="ShowFluff legend">The T’au’va emphasises the integration of alien auxiliaries into Fire caste military operations wherever they are of greatest value. Typically, this sees units of Kroot, Vespid, or other aliens fighting as specialists alongside predominately T’au formations or deployed in dedicated warbands, such as the Kroot hunting packs. In the case of Auxiliary Cadres, however, the doctrine of unity is realised on a grand scale. These forces comprise a majority of alien auxiliaries, fighting alongside limited numbers of T’au specialists and heavy combat assets and provided with overall T’au strategic command. Such integrated cadres provide versatile response forces to plug gaps in Fire caste lines of battle, blunt enemy aggression in dense terrain, and selflessly act as lures in grand Kauyon ambushes to spare valuable T’au lives.</p>||
000001028|TAU|Experimental Prototype Cadre|<p class="ShowFluff legend">A handful of elite cadres are equipped with prototype technology from the most renowned applied science divisions of the T’au Empire. It is the honour of these Fire caste warriors to field test the newest of these advanced and ingenious weapon systems under true battlefield conditions.</p>||
000000969|TS|Chosen Cabal|<b>At the command of the Thousand Sons Sorcerers, Rubric Marines and cultist thralls press through the labyrinthine corridors of enemy voidships with impossible precision, seizing objectives from under the noses of their confounded foes.</b>|Boarding Actions|
000000970|TS|Devoted Thralls|<b>Having boarded by deceit and infiltration or through conjured warp portals, the mortal cultists of Tzeentch surge through the vessels of voidships to unleash riotous displays of witchery and violence on behalf of their Thousand Sons masters.</b>|Boarding Actions|
000000971|TS|Fateseekers|<b>Amidst the twisting corridors of voidships, upon the strange tides of the warp, many esoteric and powerful prizes wait to be claimed. Having scried the paths of fate that will lead them to these prizes, Thousand Sons Sorcerers set out with trusted coteries to claim them.</b>|Boarding Actions|
000000983|TS|Hexwarp Thrallband|<p class="ShowFluff legend">The empyric ritualists who lead these thrallbands wield magic without restraint. They seek to shatter the veil between reality and the Warp, empowering their arcane arts and unleashing daemonic energies upon their weak-minded foes. Directing their mindless Rubricae to seize sites of power, these Sorcerers tap into the wellspring of potential power, weaving obscuring rituals and killing spells. As the tide of arcane energy builds in strength, the battlefield comes alive with mutagenic Warp energy, enhancing the Sorcerers’ magical power and haloing their thralls in fulminating coronae of uncontrolled arcane force. With warpflame and hellfire, they sweep the enemy from the field of battle, and Tzeentch claims the souls of the dead.</p>||
000001061|TS|Grand Coven|<p class="ShowFluff legend">When a Grand Coven of the Thousand Sons goes to war, Warp sorcery saturates the ground and air, blistering the skin and tormenting the mind. Such occult gatherings of the Cyclops’ psychic scions, bestial prophets and daemonic mages draw empyric power to them in writhing thunderheads. Coruscating wychfire leaps in crackling fingers from their outstretched staves and surges in multicoloured sheets from their gauntlets. Entrenched infantry are incinerated in vivid flame and prismatic beams core enemy battle tanks. Under the light of strange illusions, flesh and metal twist into insane new forms. Statuesque automata and the cursed shells of the Sorcerers’ former battle-brothers stride beside them, unleashing storms of firepower at their masters’ command as psychic nimbuses crawl over their armour. Sigil-etched battle tanks, Daemon Engines, and braying mutants shrieking praise to the Great Sorcerer complete ritual acts of murderous change, empowering the Thousand Sons’ malign magicks yet further.</p>||
000001062|TS|Changehost of Deceit|<p class="ShowFluff legend">When the cackling daemons of Tzeentch burn their way into realspace alongside the Thousand Sons, reality splinters into a myriad of mirrored falsehoods. Changehosts of Deceit attack amidst roiling illusions that twist their doomed enemies’ perceptions. Eye-watering veils of sorcery ripple over the battlefield, blurring the foe’s vision and tricking targeting reticules. Waking dreams invade the minds of tank crews until they claw at each other in madness, while others lure enemies along fey-lit paths into ambush. Amidst the insanity, gangle-armed Horrors caper around squads of Rubric Marines, flinging spitting bolts of iridescent warpfire into their perplexed foes while gabbling incantations. Shoals of soul-hungry Screamers are followed as portents of nearby prey by hunting herds of Tzaangors, while other daemons vanish in brimstone bursts only to claw their way back out of the Warp behind their foes. Any enemy attempting to rationalise the anarchic devastation soon finds their ploys and sanity unravelling.</p>||
000001063|TS|Warpmeld Pact|<p class="ShowFluff legend">For the leaders of some thrallbands, the drive to effect excruciating and repeated change upon their staid enemies is an obsession. Whether correcting what they see as realspace’s imperfect reflection of the Warp, spreading mutation as a form of devotion to Tzeentch or earthing corrupting magicks into the foe to stave off their flesh-change, these Warp mages use their sorcery to mould matter to their capricious whims. The Warpmeld Pacts they lead often amass large warherds of Tzaangor beastmen whose Shaman leaders they arrogantly hurl them towards their foes. Mutalith Vortex Beasts lumber forward as line breakers, radiating mutating energies that shatter gun lines, breaches that are then exploited by spearheads of Rubricae and loping Daemon Engines. Amidst waves of mutative magic, the most twisted of the Warpmeld Pact’s servants ripple with rapid change. Wounds reknit or broaden into leering grins; skin thickens into feathered scales, and newly sprouted pseudopods claw at enemies whose hopes of a clean death swiftly vanish.</p>||
000001064|TS|Rubricae Phalanx|<p class="ShowFluff legend">There is no mercy in the hollow-eyed stares of the Thousand Sons’ warriors. To face one of these unholy, haunted figures is to feel the chill grasp of certain doom upon one’s soul. As an army of eldritch automatons, a Rubricae Phalanx is a terrifying immortal mechanism, its every interlocking segment fulfilling its role within the labyrinthine schemes of its sorcerous masters. The Rubricae are expertly wielded by Magnus’ scions, serving as unwavering anvils, in crushing vanguard strikes and circuitous ambushes. These armoured warriors advance in thudding lockstep, the beat of their heavy tread a deathly rhythm of impending execution that comes from all sides. Cursed weapons are raised at a silent command, a blistering salvo of ensorcelled bolts hammering out to send transmorphic flame billowing in all directions. Enemies reduced to glittering ash are ground underfoot. As the Rubricae crash into the survivors, their spirits draw upon ancient skills of conquest to crush the foe, their rune-carved armour blazing with victory.</p>||
000001065|TS|Warpforged Cabal|<p class="ShowFluff legend">Infused with arcane power, their engines growling with occult rhythms, the massed armoured might of a Warpforged Cabal crackles with barely containable empyric energies. Spearheads of rune-carved battle tanks surge along invisible ley lines, absorbing magical potential into sacrificial fetishes as they blast the foe with cannonades of tainted shells. Daemon Engines clamber over the enemy’s desperate barricades to reach their prey, reaching out with eager iron claws, while others soar through sorcery-wracked skies, their contrails burning arcane sigils into the air. Shimmering clouds of phantasms part to reveal the forms of Sekhetar Robots in the enemy’s midst, any panicked return fire pattering from empyric wards. Amidst the destruction, the Cabal’s Warp mages use their web of empowered war engines as reservoirs of sorcery, vampirically tapping their overloaded runes to cast psychic rituals of ever greater catastrophic power.</p>||
000000748|TYR|Invasion Fleet|||
000000769|TYR|Crusher Stampede|||
000000770|TYR|Unending Swarm|||
000000771|TYR|Assimilation Swarm|||
000000772|TYR|Vanguard Onslaught|||
000000773|TYR|Synaptic Nexus|||
000000973|TYR|Tyranid Attack|<b>Amidst the dark of the void, the alien horror of the Tyranids is rendered all the more terrifying. Whether swarming forth to defend their own bio-ships or stalking their prey through the decks of voidships or star forts, the hunting swarms leave none alive.</b>|Boarding Actions|
000000974|TYR|Boarding Swarm|<b>When Tyranid hive ships latch onto prey vessels, they unleash tailored swarms of swift vanguard organisms whose purpose is to sow terror amongst the defenders and strike for vital targets such as the enginarium and command bridge.</b>|Boarding Actions|
000000975|TYR|Biotide|<b>Whether responding to attacks by hostile boarding parties or spilling into an already-breached prey vessel, these unceasing waves of warrior organisms overrun their victims like a multiplying virus.</b>|Boarding Actions|
000000979|TYR|Infestation Swarm|<b>Many doomed voidships have been infested by Genestealers, their corridors and crawlways transformed into the hunting grounds and brood-lairs of monstrous vanguard organisms. Such infestations prove nightmarishly deadly to any unwise enough to board these apparent derelicts.</b>|Boarding Actions|
000000982|TYR|Warrior Bioform Onslaught|<p class="ShowFluff legend">None of the synapse-beasts comprising the hive fleets are more prevalent than Tyranid Warriors. Lethal killing machines in their own right, these bioforms serve not only as instruments of destruction but as relay nodes through which the will of the Hive Mind transmits. Armed with an array of devastating weaponised biomorphs, broods of Tyranid Warriors and other bioforms slaughter their way through any resistance and open a path for hordes of Hormagaunts and Termagants to pour in to obliterate all remaining resistance.</p>||
000001057|TYR|Subterranean Assault|<p class="ShowFluff legend">When the hive fleet’s organisms descend, no place is truly safe from their wrath. As the lands swarm and writhe, and the skies are clouded with winged monstrosities, other foes advance unseen below. Mawlocs, Raveners and Trygons burst from the ground to emerge in the midst of clustered defenders, scything apart and devouring screaming victims before they can raise their weapons in defence, sowing crippling fear and confusion through those that witness the unexpected violence.</p>||
000000777|WE|Berzerker Warband|<p class="ShowFluff legend">Comprised of insane transhuman fanatics, monstrous possessed and other horrific killers, World Eaters warbands confront their foes head-on, relying predominantly upon aggression to turn the tide of battle in their favour; this is not to say that they are devoid of tactical and strategic acumen, however. As screaming hordes of Khorne Berzerkers crash into the enemy, armoured vehicles, Daemon Engines and mortal cultists follow the assault, moving swiftly to outflank and envelop foes or seizing key battlefield positions to repel desperate counterattacks. Whether breaking a siege, defending the site of a twisted ritual or simply seeking to annihilate a chosen enemy, World Eater’s warbands are more than capable of adapting their battle plans to the task at hand, so long as blood is spilt and skulls claimed in the name of the Blood God.</p>||
000000977|WE|Boarding Butchers|<b>Whether attacking an enemy voidship, or counterassaulting foes unwise enough to board a World Eaters vessel, these blood-drenched slaughterers reduce their victims to headless carcasses with shocking speed. Such close confines suit these murderous berzerkers perfectly.</b>|Boarding Actions|
000000978|WE|Skullsworn|<b>The elite of the World Eaters burn with the unholy blessings of Khorne. However, such might is not given freely. Storming headlong into the close-quarters carnage of a boarding action is the ideal way in which such empowered warriors can claim the tithe of skulls they owe their Dark God.</b>|Boarding Actions|
000001007|WE|Vessels of Wrath|<p class="ShowFluff legend">When the power of the Warp waxes and Khorne’s worshippers pour into battle in their multitudes, the bloody butchery reaches heights undreamed of. Upon this carmine altar of war, the Khorne champions compete mercilessly to win his favour and feel his forge-hot touch upon their souls. Every savage stride along the Path to Glory sees them hack down more luckless foes. Blood runs in rivers and hoses walls and barricades with arterial sprays as the champions of Khorne strike off heads and carve open bodies, seeking the worthy kill that will – for but the most fleeting of moments – catch the eye of Khorne. Amidst such wanton carnage, even the lowliest devotee of the Blood God can begin their rise to power, their comrades looking on with naked hunger as aspiration becomes a violent reality.</p>||
000001042|WE|Cult of Blood|<p class="ShowFluff legend">Such is the murderous reputation of the World Eaters that countless followers of Khorne are drawn into their orbit. These cultists, augmented by agonising surgeries and possessed by an insatiable desire to kill, howl praise to Khorne as they advance in huge numbers. They are most frenzied and zealous when following to battle the largest and most imposing of the World Eaters’ hellforged war machines. In the presence of titanic gore-encrusted engines of destruction, mortal cultists revel in glorious slaughter, hurling themselves against gun lines and into the meat grinder of melee combat with reckless and ecstatic abandon. Beneath the crushing weight of such numbers and faced with the terrifying presence of the World Eaters’ titanic engines of destruction, the enemy quail and flee or are swept aside in a tempest of horrific bloodshed.</p>||
000001043|WE|Khorne Daemonkin|<p class="ShowFluff legend">When blood is spilt in floods, and the skulls of the World Eaters’ foes are piled high, the barrier between reality and the Warp collapses. From the roiling depths of the Immaterium, Khorne’s infernal legions thunder forth. Horned monstrosities adorned with burnished brass and grisly trophies, these empyric entities know only warfare and carnage. To many World Eaters, there is no greater honour than to fight at the side of such beings. When the blood legions go to battle, they do so in teeming ranks, Bloodletters surging from rent and rift with warp-metal blades and gore-encrusted banners held aloft. The most blessed of World Eaters champions thunder into the fray astride their Juggernaut mounts, daemonic cavalry forming wedges in their wake. Khorne Berzerkers rush into battle alongside packs of Flesh Hounds or in the shadow of colossal Bloodthirsters. As the blood flows, the daemons grow stronger, the force of their onslaught gathering pace and leaving behind them a charnel pit of butchered corpses.</p>||
000001044|WE|Possessed Slaughterband|<p class="ShowFluff legend">Many are the World Eaters warbands who count possessed among their ranks. These warriors, including the Eightbound, are terrifying instruments of destruction and wanton slaughter. Whether advancing on foot through hails of incoming fire or traversing the Warp to emerge amid the enemy lines, the enthralled warriors are deployed as living weapons of destruction to break through the most heavily defended positions, to shatter armour formations or to slaughter the foe’s elite units before they can be brought to bear. To this end, the possessed rely upon daemonic resilience and strength, their altered forms turning aside incoming fire and their monstrous might enabling them to sweep aside any enemies unfortunate enough to stand in their path.</p>||
000001045|WE|Goretrack Onslaught|<p class="ShowFluff legend">Many World Eaters warbands use armoured vehicles to press home their brutal assaults. Land Raiders and Rhino transports grind relentlessly forward, their engines growling like hungry beasts as they crash into enemy infantry, guns blazing wildly as spiked prows gore bodies and armoured tracks mangle unfortunate prey. Having ploughed deep into the enemy formation, assault ramps and doors drop to release waves of Khorne Berzerkers, hulking Eightbound and veteran warriors clad in gore-encrusted Terminator armour. Stunned enemies reel as the assault gathers pace, chainaxes and bolt pistols reaping a terrible tally. The advance is unrelenting and without pity, smashing through obstacles and defences with frightening ease. When the foe lies broken and scattered, the surviving World Eaters mount up again and rumble towards their next target, leaving only carrion in their wake.</p>||
